item,category,cost,fling_power,fling_effect,flavor_text,name
i_4f35df15,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Peg8650
i_da3056ae,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Peg8781
i_1229c622,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Peg39
i_031ce935,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Peg8450
i_938e4e78,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Peg8880
i_e116f34d,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Peg8634
i_954a5871,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Peg8684
i_4fc971ac,21.0,0.0,,,Nifty goggles to protect eyes fromdesert sandstorms.,Go-Goggles
i_ce5321b7,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Peg8905
i_0798d45f,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Oph6556
i_591ee94c,21.0,0.0,,,Nifty goggles to protect eyes fromdesert sandstorms.,Go-Goggles
i_c1b252d5,34.0,200.0,,,"A device for catching wild Pokémon. It’s thrown likea ball at a Pokémon, comfortably encapsulatingits target.",Poké Ball
i_20c8a157,34.0,0.0,,,A special Poké Ball that was used in the Safari Zonein the Kanto region and in the Great Marsh in theSinnoh region.,Safari Ball
i_a44f7843,33.0,1000.0,,,A somewhat different Poké Ball that is moreeffective when attempting to catch Water- orBug-type Pokémon.,Net Ball
i_2f859fff,33.0,1000.0,,,A somewhat different Poké Ball that worksespecially well when catching Pokémon thatlive underwater.,Dive Ball
i_1e9e202c,34.0,0.0,,,"The best Poké Ball with the ultimate level ofperformance. With it, you will catch any wildPokémon without fail.",Master Ball
i_a304db82,34.0,800.0,,,An ultra-high-performance Poké Ball that providesa higher success rate for catching Pokémon thana Great Ball.,Ultra Ball
i_ad3aa7bd,34.0,600.0,,,"A good, high-performance Poké Ball that providesa higher success rate for catching Pokémon thana standard Poké Ball.",Great Ball
i_1abb8b28,33.0,1000.0,,,A somewhat different Poké Ball that becomes moreeffective the lower the level of the wild Pokémon.,Nest Ball
i_904012c6,33.0,1000.0,,,A somewhat different Poké Ball that worksespecially well on a Pokémon species that has beencaught before.,Repeat Ball
i_984a41f5,17.0,,90.0,,An item to be held by a Pokémon. Its a stone tabletthat boosts the power of Fighting-type moves.,Fist Plate
i_7d48cbd2,9.0,100.0,30.0,,A pretty heart-shaped scale that is extremelyrare. Some people are happy to receive one.,Heart Scale
i_8572bcec,9.0,100.0,30.0,,A pretty heart-shaped scale that is extremelyrare. Some people are happy to receive one.,Heart Scale
i_743f5815,24.0,3000.0,30.0,,An ornament depicting a mysterious Pokémonthat has been venerated as a guardian deityfor an extremely long time in the Alola region.,Strange Souvenir
i_29ca25a5,24.0,3000.0,30.0,,An ornament depicting a mysterious Pokémonthat has been venerated as a guardian deityfor an extremely long time in the Alola region.,Strange Souvenir
i_416ba42d,22.0,0.0,,,It is said that the tones it produces were offeredup as an expression of gratitude to the LegendaryPokémon of the sun.,Sun Flute
i_82ab7032,22.0,,,,It is said that the tones it produces were offeredup as an expression of gratitude to the LegendaryPokémon of the sun.,Sun Flute
i_ced070f0,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Dra6636
i_fdb6cee0,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Dra6636
i_ea09a49d,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Cyg7417
i_5fb0c5fd,37.0,16000.0,100.0,,The user sets off an earthquake that strikes everyPokémon around it.,TR10
i_002f19d8,48.0,5000.0,10.0,,A Berry that calms wild Pokémon youre trying to catchdrastically when given to them.,Golden Nanab Berry
i_8b2b09c0,48.0,5000.0,10.0,,A Berry that calms wild Pokémon youre trying to catchdrastically when given to them.,Golden Nanab Berry
i_a0fbdb7f,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,CMa2618
i_a55e2bd4,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,CMa2618
i_55143f44,47.0,20.0,,,A candy that is packed with energy. When given tocertain Pokémon it will increase all their stats at once.,Mew Candy
i_373b14a6,21.0,0.0,,,,Bicycle
i_dcb4658c,21.0,0.0,,,A fishing rod made by Captain Lana. Cast a lineover piles of underwater rocks to fish for wildaquatic Pokémon.,Fishing Rod
i_415b4f68,21.0,0.0,,,A bag to carry ingredients gathered during Mallow’strial in the jungle.,Forage Bag
i_0d90ef2c,46.0,0.0,,,This is a crystallized form of Z-Power.It upgrades a Thunderbolt by Pikachu in a cap toa Z-Move.,Pikashunium Z
i_f5823531,41.0,0.0,,,It holds Pokéathlon records. It is a card that showshow many times you won the Pokéathlon’sGoal Roll.,Data Card 24
i_f6bb0471,41.0,0.0,,,It holds Pokéathlon records. It is a card that showshow many times you switched Pokémon inthe Pokéathlon.,Data Card 23
i_a2a00dea,41.0,0.0,,,It holds Pokéathlon records. It is a card that showshow many times you won the Pokéathlon’sCircle Push.,Data Card 18
i_83fed66c,41.0,0.0,,,It holds Pokéathlon records. It is a card that showshow many times you won the Pokéathlon’sLamp Jump.,Data Card 17
i_1b51aea7,41.0,0.0,,,It holds Pokéathlon records. It is a card that showshow many times you won the Pokéathlon’sRing Drop.,Data Card 16
i_cee2cf3b,41.0,0.0,,,It holds Pokéathlon records. It is a card that showshow many times your Pokémon fell down inthe Pokéathlon.,Data Card 15
i_9353eaa2,41.0,0.0,,,It holds Pokéathlon records. It is a card that showshow many times you have lost a Pokéathlon event.,Data Card 22
i_0f9a61d3,41.0,0.0,,,It holds Pokéathlon records. It is a card that showshow many times you have won a Pokéathlon event.,Data Card 21
i_fe36c045,41.0,0.0,,,It holds Pokéathlon records. It is a card that showshow many Link Pokéathlon losses you have had.,Data Card 20
i_7079793d,41.0,0.0,,,It holds Pokéathlon records. It is a card that showshow many Link Pokéathlon wins you have had.,Data Card 19
i_ac879f44,2.0,80.0,10.0,,A Berry to be consumed by Pokémon. Using it on aPokémon makes it more friendly but lowers itsSp. Atk base points.,Hondew Berry
i_3a05cd98,47.0,20.0,,,A candy that is packed with energy. When given tocertain Pokémon it will increase all their stats at once.,Krabby Candy
i_b1aeaabb,,0.0,,,A mythical chain that is said to link theLegendary Pokémon that created the Sinnoh region.,Red Chain
i_cd22d2de,47.0,20.0,,,A candy that is packed with energy. When given tocertain Pokémon it will increase all their stats at once.,Slowpoke Candy
i_1f620fc5,,0.0,,,This is a crystallized form of Z-Power.It upgrades Bug-type moves to Z-Moves.,Buginium Z
i_01d5f72e,21.0,0.0,,,A device that indicates Trainers who want tobattle. Its battery charges while you walk.,Vs. Seeker
i_36b4aa35,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Per834
i_9ab6d616,44.0,0.0,80.0,,One of a variety of mysterious Mega Stones.Have Latias hold it and this stone will enable it toMega Evolve during battle.,Latiasite
i_69318f88,,0.0,80.0,,One of a variety of mysterious Mega Stones.Have Latias hold it and this stone will enable it toMega Evolve during battle.,Latiasite
i_95502c25,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Cru4656
i_f7158ec5,22.0,0.0,,,A scale from a red Gyarados. It glows red likea flame.,Red Scale
i_594463ae,22.0,0.0,,,A key that opens a door in theGoldenrod Tunnel.,Basement Key
i_80644b21,22.0,0.0,,,A card key that opens a shutter in theRadio Tower.,Card Key
i_7b40ddb3,22.0,0.0,,,A very old-fashioned bell that makes a gentleringing sound.,Clear Bell
i_490381a6,23.0,0.0,,,A very tasty tail of something. It can be sold at ahigh price to shops.,Slowpoke Tail
i_108a233e,21.0,0.0,,,A card to save points for theBuena’s Password show.,Blue Card
i_d087a71d,21.0,0.0,,,A report of all the discovered kinds of Unown.,Unown Report
i_65075076,48.0,1000.0,10.0,,A Berry that makes you more likely to get an item whengiven to Pokémon you’re trying to catch.,Silver Pinap Berry
i_49fc5076,48.0,5000.0,10.0,,A Berry that calms wild Pokémon you’re trying to catchdrastically when given to them.,Golden Nanab Berry
i_50d66fb2,48.0,1000.0,10.0,,A Berry that calms wild Pokémon you’re trying to catchwhen given to them.,Silver Nanab Berry
i_e0793d8a,48.0,5000.0,10.0,,A Berry that makes it drastically easier to catchPokémon when given to them.,Golden Razz Berry
i_c0aca149,48.0,1000.0,10.0,,A Berry that makes it easier to catch Pokémon whengiven to them.,Silver Razz Berry
i_9fdec20c,23.0,0.0,,,---,Battle Pocket
i_a093a830,23.0,0.0,,,---,Catching Pocket
i_3fc3a0d9,23.0,0.0,,,A very light trunk that can carry clothing for youand your Pokémon.,Clothing Trunk
i_c0eb79b7,23.0,0.0,,,---,Power-Up Pocket
i_b81a7424,,20.0,,,A candy that is packed with energy. When given tocertain Pokémon it will increase all their stats at once.,Mewtwo Candy
i_db6fcd84,47.0,20.0,,,A candy that is packed with energy. When given tocertain Pokémon it will increase all their stats at once.,Mewtwo Candy
i_c14e127f,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Peg8684
i_ce5f2786,12.0,4000.0,40.0,,An item to be held by a Pokémon. It extends theduration of the move Hail when used bythe holder.,Icy Rock
i_b34f8200,12.0,4000.0,30.0,,An item to be held by a Pokémon. It graduallyrestores HP to Poison-type Pokémon. It damagesany other type.,Black Sludge
i_3e7f63ff,12.0,4000.0,10.0,,"An item to be held by a Pokémon. If the holderbecomes infatuated, the opposing Pokémon willbe, too.",Destiny Knot
i_0a24fd99,15.0,4000.0,10.0,,An item to be held by a Pokémon. It is tremendouslyheavy and makes the holder move slowerthan usual.,Lagging Tail
i_1557eb33,15.0,4000.0,130.0,,An item to be held by a Pokémon. It lowers Speedand allows Ground-type moves to hit Flying typesand holders that are levitating.,Iron Ball
i_2e22e39a,12.0,4000.0,30.0,,An item to be held by a Pokémon. It boosts movesused consecutively but only until a different moveis used.,Metronome
i_557745bf,12.0,4000.0,10.0,,"An item to be held by a Pokémon. If the holdermoves after its target moves, its accuracy willbe boosted.",Zoom Lens
i_bf32f721,12.0,4000.0,10.0,,"An item to be held by a Pokémon. If the holder hasfull HP, it will endure a potential KO attack with1 HP. The item then disappears.",Focus Sash
i_c998b62f,18.0,1000.0,10.0,,"An item to be held by Ditto. Extremely fine yethard, this odd powder boosts the Speed stat.",Quick Powder
i_832cb101,15.0,4000.0,30.0,2.0,An item to be held by a Pokémon. It’s a bizarre orbthat will afflict the holder with a burn during battle.,Flame Orb
i_2a2a9150,43.0,0.0,,,"When used, it causes an ally Pokémon to drop aheld item.",Item Drop
i_59689ff9,43.0,0.0,,,"When used, it activates the Ability of anally Pokémon.",Ability Urge
i_42529e75,43.0,0.0,,,It raises the accuracy of a Pokémon in battleimmensely. It wears off if the Pokémonis withdrawn.,X Accuracy 6
i_22673967,43.0,0.0,,,It raises the Attack stat of a Pokémon in battleimmensely. It wears off if the Pokémonis withdrawn.,X Attack 6
i_d4698600,22.0,0.0,,,Reshiram’s body was destroyed and changed intothis stone. It is said to be waiting for theemergence of a hero.,Light Stone
i_ad0c86dc,43.0,0.0,,,It can be used many times to greatly raise aPokémon’s critical-hit ratio. It wears off if thePokémon is withdrawn.,Dire Hit 3
i_bffb6ff4,43.0,0.0,,,"When used, it restores any stat changes of anally Pokémon.",Reset Urge
i_b8941358,43.0,0.0,,,"When used, it causes an ally Pokémon to use itsheld item.",Item Urge
i_d743b7c6,37.0,1000.0,,,The user’s body generates an eerie impulse.Exposing the target to it harshly lowers the target’sSp. Atk stat.,TM93
i_fe0e9974,22.0,0.0,,,Zekrom’s body was destroyed and changed intothis stone. It is said to be waiting for theemergence of a hero.,Dark Stone
i_42ba1304,22.0,0.0,,,A mysterious card.Written on it is a request for you to go to aguest room in an Akala motel on Route 8.,Enigmatic Card
i_3b2bf794,22.0,0.0,,,It is said that the tones it produces were offeredup as an expression of gratitude to the LegendaryPokémon of the moon.,Moon Flute
i_be3e1836,47.0,20.0,,,"A candy that is packed with energy. When given tocertain Pokémon, it will increase all their stats at once.",Snorlax Candy
i_ee308760,47.0,20.0,,,"A candy that is packed with energy. When given tocertain Pokémon, it will increase all their stats at once.",Aerodactyl Candy
i_23b19067,18.0,300.0,10.0,,A flower nectar obtained from the flowering shrubson Royal Avenue.It changes the form of certain species of Pokémon.,Pink Nectar
i_2853033c,18.0,300.0,10.0,,A flower nectar obtained at Melemele Meadow.It changes the form of certain species of Pokémon.,Yellow Nectar
i_246cf4f1,22.0,0.0,,,It is said that the tones it produces were offeredup as an expression of gratitude to the LegendaryPokémon of the sun.,Sun Flute
i_a9e2f91a,18.0,300.0,10.0,,A flower nectar obtained at Poni Meadow.It changes the form of certain species of Pokémon.,Purple Nectar
i_b39855ff,47.0,20.0,,,"A candy that is packed with energy. When given tocertain Pokémon, it will increase all their stats at once.",Ditto Candy
i_5b0635ad,47.0,20.0,,,"A candy that is packed with energy. When given tocertain Pokémon, it will increase all their stats at once.",Lapras Candy
i_5fd1fd87,47.0,20.0,,,"A candy that is packed with energy. When given tocertain Pokémon, it will increase all their stats at once.",Magikarp Candy
i_9c0ea36e,47.0,20.0,,,"A candy that is packed with energy. When given tocertain Pokémon, it will increase all their stats at once.",Tauros Candy
i_756e74d4,47.0,20.0,,,"A candy that is packed with energy. When given tocertain Pokémon, it will increase all their stats at once.",Kabuto Candy
i_845c74e1,47.0,20.0,,,"A candy that is packed with energy. When given tocertain Pokémon, it will increase all their stats at once.",Omanyte Candy
i_14ce48ae,47.0,20.0,,,"A candy that is packed with energy. When given tocertain Pokémon, it will increase all their stats at once.",Porygon Candy
i_30ba6a76,47.0,20.0,,,"A candy that is packed with energy. When given tocertain Pokémon, it will increase all their stats at once.",Eevee Candy
i_9f7cd5b9,23.0,0.0,,,A pressed flower petal you receive from Mallowduring Minas trial. The goal is to collect sevendifferent kinds of petals.,Green Petal
i_3c5d5e9e,37.0,6000.0,10.0,,The user creates a substitute for itself using some ofits HP. The substitute serves as the user’s decoy.,TR20
i_5adef3e4,21.0,0.0,,,Everything you need to set up a tent and get cooking ina Wild Area or at a camping spot.,Camping Gear
i_133009b5,,50.0,,,,Brick Mail
i_61be1ee0,46.0,0.0,,,This is a crystallized form of Z-Power.It upgrades Electric-type moves to Z-Moves.,Electrium Z
i_80da9067,39.0,0.0,,,A Poké Ball that is better than usual at catchingvery heavy Pokémon.,Heavy Ball
i_1fbbdc31,30.0,300.0,30.0,,A very bitter medicinal powder. It can be used onceto heal all the status conditions of a Pokémon.,Heal Powder
i_46c79ee8,37.0,2000.0,10.0,,The user waggles a finger and stimulates its braininto randomly using nearly any move.,TR14
i_6ae8c74d,37.0,16000.0,110.0,,The target is attacked with an intense blast ofall-consuming fire. This may also leave the targetwith a burn.,TR15
i_1fcbc2ba,37.0,4000.0,10.0,,The user quietly focuses its mind and calms itsspirit to raise its Sp. Atk and Sp. Def stats.,TR49
i_afb132ff,37.0,4000.0,10.0,,"The user tenses its muscles to bulk up its body,raising both its Attack and Defense stats.",TR48
i_2cf78a87,37.0,6000.0,80.0,,The user slashes the target with huge sharp claws.,TR47
i_9bedfc57,37.0,4000.0,10.0,,"The user hardens its body’s surface like iron,sharply raising its Defense stat.",TR46
i_ba46ef43,37.0,10000.0,90.0,,The user attacks by shooting muddy water at opposingPokémon. This may also lower their accuracy.,TR45
i_0a9f5e00,37.0,4000.0,10.0,,The user absorbs a mystical power from space toraise its Defense and Sp. Def stats.,TR44
i_882335d4,37.0,16000.0,130.0,,The user attacks the target at full power. The attack’srecoil harshly lowers the user’s Sp. Atk stat.,TR43
i_de44bc0e,37.0,10000.0,90.0,,The user lets loose a horribly echoing shout withthe power to inflict damage.,TR42
i_4c275d77,10.0,500.0,10.0,,"A heart-shaped sweet. When a Milceryholds this, it spins around happily.",Love Sweet
i_997ca27f,37.0,4000.0,10.0,,"The user vigorously performs a mystic, powerfuldance that raises its Attack and Speed stats.",TR51
i_dc319876,37.0,10000.0,90.0,,The user handles a sharp leaf like a sword andattacks by cutting its target. Critical hits landmore easily.,TR50
i_2d5de7a2,37.0,1000.0,,,The user tears at the target with blades formed bypsychic power. Critical hits land more easily.,TM69
i_976b5e29,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,CMa2294
i_e038826b,45.0,1000.0,50.0,,A memory disc that contains Fairy-type data.It changes the type of the holder if held bya certain species of Pokémon.,Fairy Memory
i_9ebd1e6d,12.0,4000.0,10.0,,An item to be held by a Pokémon. It boosts Sp. Defon Misty Terrain. It can only be used once.,Misty Seed
i_dea3b0fa,12.0,4000.0,10.0,,An item to be held by a Pokémon. It boosts Sp. Defon Misty Terrain. It can only be used once.,Misty Seed
i_83e7aec0,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Peg8650
i_b3375853,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Peg8650
i_1498caad,44.0,0.0,80.0,,One of a variety of mysterious Mega Stones.Have Beedrill hold it and this stone will enable itto Mega Evolve during battle.,Beedrillite
i_e5d7637b,46.0,0.0,,,This is a crystallized form of Z-Power.It upgrades Decidueye’s Spirit Shackle to a Z-Move.,Decidium Z
i_8381fd51,47.0,20.0,,,A candy that is packed with energy. When given tocertain Pokémon it will increase all their stats at once.,Slowpoke Candy
i_0709a2e7,12.0,4000.0,50.0,,"An item to be held by a Pokémon. When the holder’sstats are lowered, it will be switched out of battle.",Eject Pack
i_6c73c223,,80.0,10.0,,If held by a Pokémon this Berry will lessen thedamage taken from one supereffectiveFighting-type attack.,Chople Berry
i_ad527e5c,21.0,0.0,,,A commuter pass that allows the holder to ride theTMV between Lumiose City and Kiloude City atany time.,TMV Pass
i_c98719da,21.0,,,,A commuter pass that allows the holder to ride theTMV between Lumiose City and Kiloude City atany time.,TMV Pass
i_e9c59b1c,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Ara6585
i_eec8886a,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Lyr7298
i_14483b90,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Lyr7106
i_42b72867,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Lyr7178
i_bcf4790d,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Sco5953
i_7c7b6ccf,12.0,4000.0,30.0,,An item to be held by a Pokémon. It boosts Sp. Defif the holder is hit with a Water-type attack. It can onlybe used once.,Luminous Moss
i_5f76f9fe,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Sco6527
i_99ddca4a,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Sco6134
i_328e5ffb,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Sco6508
i_77b603d9,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Sco5984
i_d5b114a0,8.0,20.0,10.0,,Used to make Pokéblocks that will enhance yourCuteness this Berry is rare in other regions.,Spelon Berry
i_f93c027d,23.0,,,,,Storage Key
i_69a09164,23.0,0.0,,,,Storage Key
i_3a465e6f,12.0,4000.0,30.0,,An item to be held by a Pokémon. It boosts Attackif the holder is hit with an Ice-type attack. It can onlybe used once.,Snowball
i_ceffb64c,12.0,,30.0,,If held by a Pokémon it boosts Speedwhen intimidated.,Adrenaline Orb
i_78b68f63,22.0,0.0,,,A rather curious stone that might appear valuableto some. Its all in the eye of the beholder.,Intriguing Stone
i_4975a6da,22.0,0.0,,,A rather curious stone that might appear valuableto some. Its all in the eye of the beholder.,Intriguing Stone
i_b6feb053,37.0,1000.0,,,The user attacks and captures opposing Pokémonusing an electric net. This lowers their Speed stats.,TM82
i_36985a96,,1000.0,30.0,,A candy that is packed with energy. When consumed itwill grant a single Pokémon a moderate amount ofExp. Points.,Exp. Candy M
i_e81fb29a,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Cas168
i_ae8f3098,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Cas168
i_65ba1b27,27.0,1200.0,30.0,,An extremely bitter medicinal root. It can be used torestore 120 HP to a single Pokémon.,Energy Root
i_5c0a634e,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Vir4825
i_f4034aa3,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Her6008
i_d72fda23,24.0,0.0,30.0,,A heavy bracelet made by an ancient civilizationabout three thousand years ago.,Relic Band
i_9d884eae,24.0,0.0,30.0,,A heavy bracelet made by an ancient civilizationabout three thousand years ago.,Relic Band
i_b197a352,12.0,4000.0,10.0,,An item to be held by a Pokémon. It boosts Defenseon Grassy Terrain. It can only be used once.,Grassy Seed
i_9c63f72d,,0.0,,,It converts Z-Power into crystals that upgradeSteel-type moves to Steel-type Z-Moves.,Steelium Z
i_6418af70,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Gem2216
i_edcff750,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,And458
i_e62e90b3,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,And458
i_390881ba,23.0,,,,It converts Z-Power into crystals that upgradeSolgaleos Sunsteel Strike to an exclusive Z-Move.,Solganium Z
i_54c0c4ae,23.0,0.0,,,It converts Z-Power into crystals that upgradeSolgaleos Sunsteel Strike to an exclusive Z-Move.,Solganium Z
i_3b6ab90c,37.0,6000.0,80.0,,The user attacks by slamming its body into the target.The higher the users Defense the more damage it caninflict on the target.,TR99
i_f60cbc57,43.0,0.0,,,When used it restores any stat changes of anally Pokémon.,Reset Urge
i_373525f4,,0.0,80.0,,One of a variety of mysterious Mega Stones.Have Houndoom hold it and this stone will enable itto Mega Evolve during battle.,Houndoominite
i_9fefcd94,26.0,20.0,,,A big candy that is packed with energy. When given toa Pokémon at Lv. 30 or higher it will increasethat Pokémons Defense stat.,Tough Candy L
i_97ef808f,26.0,,,,A big candy that is packed with energy. When given toa Pokémon at Lv. 30 or higher it will increasethat Pokémons Defense stat.,Tough Candy L
i_fcefbdd2,21.0,0.0,,,A card that lists how many Battle Points youhave earned.,Point Card
i_588bd456,24.0,60.0,30.0,,A small whitish stone picked up at the edge of the road.,Chalky Stone
i_432b269a,21.0,0.0,,,A card that lists how many Battle Points youhave earned.,Point Card
i_06d5d109,46.0,0.0,,,This is a crystallized form of Z-Power.It upgrades Primarinas Sparkling Aria to a Z-Move.,Primarium Z
i_3dc08804,23.0,0.0,,,---,Medicine Pocket
i_2dd8bf34,23.0,0.0,,,"It lists the rules for holding battles.For Link Battles, you may choose which set of rulesyou wish to use.",Rule Book
i_ded6ad97,10.0,3000.0,30.0,,A peculiar stone that can make certain species ofPokémon evolve. It has an unmistakablesnowflake pattern.,Ice Stone
i_148eba89,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Pup3185
i_2b1caf76,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Pup3185
i_d6dc3b0c,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Boo5235
i_25daba03,22.0,0.0,,,One of the fragments of a Meteorite fromGranite Cave. It’s faintly warm to the touch.,Meteorite Shard
i_697ce889,37.0,1000.0,,,"If the target has already taken some damage in thesame turn, this attack’s power is doubled.",TM58
i_d95c53ff,37.0,1000.0,,,"The user stores power, then attacks. If the usermoves after the target, this attack’s power willbe doubled.",TM57
i_3b8ef697,37.0,1000.0,,,"After making its attack, the user rushes back toswitch places with a party Pokémon in waiting.",TM56
i_43d596dc,37.0,50000.0,,,An energy-draining punch. The user’s HP is restoredby half the damage taken by the target.,TM63
i_55fab7c5,24.0,25000.0,30.0,,A shard that fell to the ground when a cometapproached. It can be sold at a high priceto shops.,Comet Shard
i_e18519e8,24.0,,30.0,,A shard that fell to the ground when a cometapproached. It can be sold at a high priceto shops.,Comet Shard
i_fa276f09,37.0,30000.0,,,The user exchanges Speed stats with the target.,TM62
i_f767dc6d,44.0,0.0,80.0,,"One of a variety of mysterious Mega Stones.Have Swampert hold it, and this stone will enable itto Mega Evolve during battle.",Swampertite
i_645befc7,23.0,0.0,,,This tiara contains an untold power that somehowenables Pokémon carrying a Mega Stone toMega Evolve in battle.,Mega Tiara
i_b54a0ccc,23.0,0.0,,,This anklet contains an untold power that somehowenables Pokémon carrying a Mega Stone toMega Evolve in battle.,Mega Anklet
i_03c0e7dc,44.0,0.0,80.0,,"One of a variety of mysterious Mega Stones.Have Altaria hold it, and this stone will enable itto Mega Evolve during battle.",Altarianite
i_a9cb7683,44.0,0.0,80.0,,"One of a variety of mysterious Mega Stones.Have Gallade hold it, and this stone will enable itto Mega Evolve during battle.",Galladite
i_88216407,44.0,0.0,80.0,,"One of a variety of mysterious Mega Stones.Have Sceptile hold it, and this stone will enable itto Mega Evolve during battle.",Sceptilite
i_024dfcdc,44.0,0.0,80.0,,"One of a variety of mysterious Mega Stones.Have Sableye hold it, and this stone will enable itto Mega Evolve during battle.",Sablenite
i_97366460,44.0,0.0,80.0,,"One of a variety of mysterious Mega Stones.Have Audino hold it, and this stone will enable itto Mega Evolve during battle.",Audinite
i_c0104672,44.0,0.0,80.0,,"One of a variety of mysterious Mega Stones.Have Metagross hold it, and this stone will enable itto Mega Evolve during battle.",Metagrossite
i_29b05785,37.0,0.0,,,---,HM06
i_837be3d8,37.0,0.0,,,"Diving on the first turn, the user floats up andattacks on the next turn.",HM07
i_f243e1a6,37.0,0.0,,,---,HM04
i_a15693a2,37.0,0.0,,,---,HM05
i_bdbd89c8,23.0,0.0,,,"A sturdy, spacious bag that is used to carry anytreasures or loot obtained in the coal mine.",Loot Sack
i_c250f226,23.0,0.0,,,---,Candy Jar
i_1fdfbff1,37.0,0.0,,,,HM08
i_2f7cdd94,21.0,0.0,,,A bag filled with convenient tools for exploring.It provides access to the Underground in theSinnoh region.,Explorer Kit
i_3a084a51,23.0,0.0,,,One of the Rotom Powers.It raises all stats of your battling Pokémon.,Roto Boost
i_a3072361,23.0,0.0,,,One of the Rotom Powers.It increases the chance to catch Pokémona lot.,Roto Catch
i_3c8001b4,21.0,0.0,,,A tool that can search out Pokémon that are hidingin the tall grass. Its battery is recharged asyou walk.,Poké Radar
